Season,Player,GP,GS,Minutes,FGM,FGA,3PT,3PTA,FTM,FTA,PTS,OREB,DREB,REB,PF,AST,TO,STL,BLK,FG%,3PT%,FT%,MIN/G,PTS/G,REB/G
2021-22,"Simmons, TiJanae'",30,10.0,644,101.0,324,65,216,35.0,47,302.0,15,83,98.0,38.0,42.0,32,22,6.0,0.3117283950617284,0.30092592592592593,0.7446808510638298,21.466666666666665,10.066666666666666,3.2666666666666666
2021-22,"Smith, Naomi",2,0.0,4,0.0,1,0,0,0.0,0,0.0,1,1,2.0,2.0,1.0,1,0,0.0,0.0,,,2.0,0.0,1.0
2021-22,"Weaver, Kassidy",3,0.0,5,1.0,1,0,0,0.0,0,2.0,1,1,2.0,1.0,0.0,0,1,0.0,1.0,,,1.6666666666666667,0.6666666666666666,0.6666666666666666
2021-22,"Wells, Ja'Kia",31,30.0,732,69.0,175,7,22,32.0,55,177.0,73,89,162.0,70.0,37.0,38,41,23.0,0.3942857142857143,0.3181818181818182,0.5818181818181818,23.612903225806452,5.709677419354839,5.225806451612903
2020-21,"Ates, Victoria",25,18.0,622,74.0,184,10,40,23.0,40,181.0,30,59,89.0,51.0,37.0,36,39,6.0,0.40217391304347827,0.25,0.575,24.88,7.24,3.56
2020-21,"Austin, Maya",17,0.0,209,24.0,90,11,58,4.0,5,63.0,8,7,15.0,22.0,8.0,10,13,1.0,0.26666666666666666,0.1896551724137931,0.8,12.294117647058824,3.7058823529411766,0.8823529411764706
2020-21,"Bohannon, Taylor",1,0.0,6,0.0,3,0,3,0.0,0,0.0,0,1,1.0,0.0,2.0,0,0,0.0,0.0,0.0,,6.0,0.0,1.0
2020-21,"Branscum, Kyrstin",25,20.0,562,69.0,141,18,50,27.0,31,183.0,24,43,67.0,44.0,14.0,28,26,8.0,0.48936170212765956,0.36,0.8709677419354839,22.48,7.32,2.68
2020-21,"Diaz, Erika",25,15.0,509,71.0,176,5,20,41.0,55,188.0,22,36,58.0,49.0,68.0,71,48,2.0,0.4034090909090909,0.25,0.7454545454545455,20.36,7.52,2.32
2020-21,"Evans, Amber",1,0.0,6,0.0,1,0,0,0.0,0,0.0,1,2,3.0,0.0,1.0,1,0,0.0,0.0,,,6.0,0.0,3.0
2020-21,"Gaytan, Miranda",1,0.0,5,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1,0.0,,,,5.0,0.0,0.0
2020-21,"Griffin, Tatum",22,0.0,231,28.0,81,14,45,15.0,18,85.0,9,19,28.0,21.0,32.0,30,9,2.0,0.345679012345679,0.3111111111111111,0.8333333333333334,10.5,3.8636363636363638,1.2727272727272727
2020-21,"Joseph, Laheerah",3,0.0,10,1.0,3,0,0,0.0,0,2.0,0,1,1.0,2.0,0.0,1,1,1.0,0.3333333333333333,,,3.3333333333333335,0.6666666666666666,0.3333333333333333
2020-21,"Joseph, Lasheicka",5,0.0,18,2.0,5,0,0,0.0,0,4.0,0,4,4.0,4.0,1.0,1,1,1.0,0.4,,,3.6,0.8,0.8
2020-21,"McElrath, Dy'mond",13,13.0,358,46.0,119,10,33,24.0,34,126.0,9,32,41.0,29.0,53.0,36,30,2.0,0.3865546218487395,0.30303030303030304,0.7058823529411765,27.53846153846154,9.692307692307692,3.1538461538461537
2020-21,"Moseley, Maison",25,25.0,704,111.0,268,24,88,59.0,82,305.0,25,27,52.0,39.0,43.0,62,42,3.0,0.4141791044776119,0.2727272727272727,0.7195121951219512,28.16,12.2,2.08
2020-21,"Olivar, Kalli",9,0.0,35,2.0,4,1,2,1.0,6,6.0,0,1,1.0,8.0,1.0,5,3,0.0,0.5,0.5,0.16666666666666666,3.888888888888889,0.6666666666666666,0.1111111111111111
2020-21,"Potter, Kristin",18,1.0,118,7.0,19,1,8,0.0,0,15.0,1,15,16.0,15.0,0.0,11,1,2.0,0.3684210526315789,0.125,,6.555555555555555,0.8333333333333334,0.8888888888888888
2020-21,"Roberts, Brittany",25,25.0,844,191.0,423,0,1,143.0,229,525.0,106,295,401.0,101.0,47.0,115,60,28.0,0.4515366430260047,0.0,0.6244541484716157,33.76,21.0,16.04
2020-21,"Saul, Katherine",3,0.0,4,0.0,0,0,0,0.0,0,0.0,0,0,0.0,1.0,0.0,0,0,0.0,,,,1.3333333333333333,0.0,0.0
2020-21,"Schultehenrich, Molly",8,0.0,58,5.0,15,3,10,2.0,2,15.0,1,5,6.0,2.0,1.0,2,1,2.0,0.3333333333333333,0.3,1.0,7.25,1.875,0.75
2020-21,"Shaw, Brianna",3,0.0,5,0.0,4,0,1,0.0,0,0.0,0,0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,,1.6666666666666667,0.0,0.0
2020-21,"Upchurch, Kenajah",10,5.0,194,27.0,57,1,3,3.0,10,58.0,11,15,26.0,36.0,13.0,21,15,5.0,0.47368421052631576,0.3333333333333333,0.3,19.4,5.8,2.6
2020-21,"Weaver, Kassidy",4,0.0,11,2.0,3,1,1,0.0,0,5.0,2,4,6.0,0.0,0.0,0,0,0.0,0.6666666666666666,1.0,,2.75,1.25,1.5
2020-21,"Wells, Ja'Kia",25,3.0,503,49.0,114,5,19,37.0,75,140.0,40,77,117.0,50.0,23.0,30,36,8.0,0.4298245614035088,0.2631578947368421,0.49333333333333335,20.12,5.6,4.68
2019-20,"Abunaja, Nicole",23,0.0,137,12.0,40,3,19,3.0,5,30.0,4,11,15.0,18.0,8.0,26,6,1.0,0.3,0.15789473684210525,0.6,5.956521739130435,1.3043478260869565,0.6521739130434783
2019-20,"Ates, Victoria",21,0.0,158,12.0,37,2,4,8.0,14,34.0,17,15,32.0,13.0,11.0,14,14,0.0,0.32432432432432434,0.5,0.5714285714285714,7.523809523809524,1.619047619047619,1.5238095238095237
2019-20,"Branscum, Kyrstin",29,9.0,405,41.0,101,4,16,25.0,35,111.0,35,31,66.0,39.0,12.0,27,9,3.0,0.40594059405940597,0.25,0.7142857142857143,13.96551724137931,3.8275862068965516,2.2758620689655173
2019-20,"Diaz, Erika",12,0.0,76,10.0,23,1,3,3.0,11,24.0,4,8,12.0,9.0,7.0,18,3,0.0,0.43478260869565216,0.3333333333333333,0.2727272727272727,6.333333333333333,2.0,1.0
2019-20,"Drew, Rajae",3,0.0,13,2.0,7,0,1,0.0,2,4.0,0,1,1.0,2.0,0.0,1,0,0.0,0.2857142857142857,0.0,0.0,4.333333333333333,1.3333333333333333,0.3333333333333333
2019-20,"Evans, Amber",7,0.0,19,0.0,4,0,2,1.0,2,1.0,1,2,3.0,3.0,0.0,1,0,1.0,0.0,0.0,0.5,2.7142857142857144,0.14285714285714285,0.42857142857142855
2019-20,"Gillen, Elle",30,19.0,625,56.0,196,37,158,29.0,33,178.0,11,63,74.0,80.0,48.0,37,20,9.0,0.2857142857142857,0.23417721518987342,0.8787878787878788,20.833333333333332,5.933333333333334,2.466666666666667
2019-20,"Griffin, Tatum",30,0.0,301,28.0,92,14,52,15.0,20,85.0,7,24,31.0,28.0,30.0,50,10,1.0,0.30434782608695654,0.2692307692307692,0.75,10.033333333333333,2.8333333333333335,1.0333333333333334
2019-20,"Guillory, Imani",5,0.0,42,2.0,14,1,10,2.0,2,7.0,3,5,8.0,9.0,0.0,0,1,2.0,0.14285714285714285,0.1,1.0,8.4,1.4,1.6
2019-20,"Harlow, Brittni",18,3.0,136,5.0,20,2,4,11.0,14,23.0,7,11,18.0,14.0,5.0,4,1,0.0,0.25,0.5,0.7857142857142857,7.555555555555555,1.2777777777777777,1.0
2019-20,"Holt, Danielle",30,30.0,826,80.0,152,2,2,41.0,76,203.0,62,109,171.0,67.0,46.0,52,48,8.0,0.5263157894736842,1.0,0.5394736842105263,27.533333333333335,6.766666666666667,5.7
2019-20,"Hurst, Haley",28,0.0,339,44.0,125,0,0,28.0,52,116.0,24,52,76.0,64.0,14.0,43,10,7.0,0.352,,0.5384615384615384,12.107142857142858,4.142857142857143,2.7142857142857144
2019-20,"Jarvis, Britney",28,21.0,526,69.0,214,41,135,13.0,22,192.0,18,31,49.0,53.0,15.0,27,51,2.0,0.32242990654205606,0.3037037037037037,0.5909090909090909,18.785714285714285,6.857142857142857,1.75
2019-20,"Moseley, Maison",30,29.0,800,95.0,233,8,42,89.0,120,287.0,39,47,86.0,47.0,66.0,85,50,2.0,0.40772532188841204,0.19047619047619047,0.7416666666666667,26.666666666666668,9.566666666666666,2.8666666666666667
2019-20,"Olivar, Kalli",1,0.0,2,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,,,,2.0,0.0,0.0
2019-20,"Osborn, Taylor",24,1.0,158,16.0,40,13,34,3.0,6,48.0,1,10,11.0,18.0,11.0,10,6,0.0,0.4,0.38235294117647056,0.5,6.583333333333333,2.0,0.4583333333333333
2019-20,"Roberts, Brittany",30,30.0,861,224.0,473,0,3,124.0,253,572.0,108,266,374.0,103.0,68.0,126,55,26.0,0.47357293868921774,0.0,0.4901185770750988,28.7,19.066666666666666,12.466666666666667
2019-20,"Schultehenrich, Molly",16,0.0,142,9.0,26,5,21,1.0,2,24.0,1,13,14.0,18.0,2.0,4,7,1.0,0.34615384615384615,0.23809523809523808,0.5,8.875,1.5,0.875
2019-20,"Upchurch, Kenajah",30,8.0,405,39.0,122,5,29,16.0,45,99.0,24,41,65.0,66.0,16.0,27,30,4.0,0.319672131147541,0.1724137931034483,0.35555555555555557,13.5,3.3,2.1666666666666665
2019-20,"Weaver, Kassidy",1,0.0,9,1.0,3,0,0,0.0,0,2.0,0,5,5.0,2.0,1.0,3,0,1.0,0.3333333333333333,,,9.0,2.0,5.0
2018-19,"Abunaja, Nicole",5,0.0,13,0.0,4,0,3,0.0,0,0.0,0,0,0.0,0.0,1.0,0,2,0.0,0.0,0.0,,2.6,0.0,0.0
2018-19,"Branscum, Kyrstin",29,1.0,300,23.0,53,5,20,18.0,21,69.0,11,23,34.0,28.0,7.0,23,6,7.0,0.4339622641509434,0.25,0.8571428571428571,10.344827586206897,2.3793103448275863,1.1724137931034482
2018-19,"DeLuca, Brooke",30,28.0,837,67.0,237,40,145,45.0,57,219.0,23,63,86.0,54.0,38.0,58,35,1.0,0.28270042194092826,0.27586206896551724,0.7894736842105263,27.9,7.3,2.8666666666666667
2018-19,"Ezekiel, Kenzie",1,1.0,25,7.0,11,2,5,0.0,3,16.0,2,2,4.0,2.0,1.0,1,1,0.0,0.6363636363636364,0.4,0.0,25.0,16.0,4.0
2018-19,"Gillen, Elle",28,2.0,388,63.0,185,49,146,26.0,41,201.0,17,41,58.0,49.0,19.0,42,17,2.0,0.34054054054054056,0.3356164383561644,0.6341463414634146,13.857142857142858,7.178571428571429,2.0714285714285716
2018-19,"Gonzalez, Victoria",3,0.0,13,2.0,5,0,1,1.0,1,5.0,0,0,0.0,0.0,1.0,0,0,0.0,0.4,0.0,1.0,4.333333333333333,1.6666666666666667,0.0
2018-19,"Harlow, Brittni",29,0.0,331,21.0,74,5,22,35.0,50,82.0,24,20,44.0,35.0,17.0,33,13,0.0,0.28378378378378377,0.22727272727272727,0.7,11.413793103448276,2.8275862068965516,1.5172413793103448
2018-19,"Holt, Danielle",30,30.0,821,63.0,163,3,15,40.0,79,169.0,91,139,230.0,79.0,33.0,58,51,19.0,0.38650306748466257,0.2,0.5063291139240507,27.366666666666667,5.633333333333334,7.666666666666667
2018-19,"Hurst, Haley",20,0.0,91,8.0,25,0,0,8.0,13,24.0,3,10,13.0,16.0,2.0,9,0,5.0,0.32,,0.6153846153846154,4.55,1.2,0.65
2018-19,"King, Sarah",1,0.0,3,1.0,1,1,1,2.0,2,5.0,0,0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,3.0,5.0,0.0
2018-19,"Mikulski, Micayla",20,0.0,98,10.0,28,0,2,13.0,18,33.0,6,18,24.0,24.0,4.0,12,5,1.0,0.35714285714285715,0.0,0.7222222222222222,4.9,1.65,1.2
2018-19,"Morbley, Chae",1,0.0,15,1.0,1,0,0,0.0,0,2.0,0,1,1.0,1.0,0.0,1,0,0.0,1.0,,,15.0,2.0,1.0
2018-19,"Moseley, Maison",24,0.0,246,31.0,77,2,13,32.0,50,96.0,5,15,20.0,26.0,10.0,22,8,2.0,0.4025974025974026,0.15384615384615385,0.64,10.25,4.0,0.8333333333333334
2018-19,"Olvera, Julie",26,0.0,202,21.0,52,5,19,8.0,11,55.0,18,31,49.0,28.0,12.0,19,15,2.0,0.40384615384615385,0.2631578947368421,0.7272727272727273,7.769230769230769,2.1153846153846154,1.8846153846153846
2018-19,"Osborn, Taylor",25,1.0,142,9.0,48,7,35,4.0,6,29.0,5,13,18.0,14.0,9.0,17,3,0.0,0.1875,0.2,0.6666666666666666,5.68,1.16,0.72
2018-19,"Potter, Kristin",27,0.0,198,15.0,45,1,13,13.0,16,44.0,13,24,37.0,34.0,15.0,21,3,2.0,0.3333333333333333,0.07692307692307693,0.8125,7.333333333333333,1.6296296296296295,1.3703703703703705
2018-19,"Raimondi, Bela",30,20.0,567,44.0,152,18,83,23.0,27,129.0,24,17,41.0,64.0,22.0,36,29,3.0,0.2894736842105263,0.21686746987951808,0.8518518518518519,18.9,4.3,1.3666666666666667
2018-19,"Roberts, Brittany",29,28.0,828,145.0,371,0,0,77.0,171,367.0,89,206,295.0,105.0,40.0,118,64,20.0,0.3908355795148248,,0.4502923976608187,28.551724137931036,12.655172413793103,10.172413793103448
2018-19,"Rodriguez, Scarlet",6,0.0,13,0.0,1,0,1,0.0,2,0.0,0,0,0.0,2.0,2.0,1,0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0
2018-19,"Spottedtail, Neola",1,0.0,3,0.0,0,0,0,0.0,0,0.0,0,0,0.0,1.0,0.0,0,0,0.0,,,,3.0,0.0,0.0
2018-19,"Tims, Asya",30,29.0,817,85.0,222,21,66,109.0,153,300.0,54,64,118.0,76.0,61.0,81,40,3.0,0.38288288288288286,0.3181818181818182,0.7124183006535948,27.233333333333334,10.0,3.933333333333333
2018-19,"White, Sonerka",9,9.0,211,35.0,113,10,46,38.0,65,118.0,3,42,45.0,28.0,13.0,30,17,0.0,0.30973451327433627,0.21739130434782608,0.5846153846153846,23.444444444444443,13.11111111111111,5.0
2018-19,"Whitley, Emily",3,1.0,17,4.0,10,0,0,0.0,0,8.0,0,2,2.0,2.0,0.0,1,0,0.0,0.4,,,5.666666666666667,2.6666666666666665,0.6666666666666666
2017-18,"Abunaja, Nicole",14,0.0,126,15.0,44,13,39,0.0,3,43.0,5,4,9.0,21.0,5.0,14,2,0.0,0.3409090909090909,0.3333333333333333,0.0,9.0,3.0714285714285716,0.6428571428571429
2017-18,"Battle, Kristina",28,7.0,409,47.0,132,12,44,30.0,61,136.0,10,37,47.0,51.0,27.0,31,26,6.0,0.3560606060606061,0.2727272727272727,0.4918032786885246,14.607142857142858,4.857142857142857,1.6785714285714286
2017-18,"Coe, Brooklyn",30,30.0,931,109.0,273,29,115,75.0,111,322.0,38,54,92.0,84.0,41.0,60,29,6.0,0.3992673992673993,0.25217391304347825,0.6756756756756757,31.033333333333335,10.733333333333333,3.066666666666667
2017-18,"DeLuca, Brooke",30,11.0,751,49.0,148,26,85,12.0,25,136.0,21,73,94.0,49.0,39.0,42,31,3.0,0.3310810810810811,0.3058823529411765,0.48,25.033333333333335,4.533333333333333,3.1333333333333333
2017-18,"Gillen, Elle",7,0.0,31,3.0,8,2,6,5.0,6,13.0,2,5,7.0,3.0,2.0,2,1,0.0,0.375,0.3333333333333333,0.8333333333333334,4.428571428571429,1.8571428571428572,1.0
2017-18,"Harlow, Brittni",4,0.0,19,1.0,7,0,1,4.0,9,6.0,3,0,3.0,1.0,3.0,1,0,0.0,0.14285714285714285,0.0,0.4444444444444444,4.75,1.5,0.75
2017-18,"Holt, Danielle",30,20.0,644,69.0,162,3,20,41.0,81,182.0,71,115,186.0,80.0,33.0,46,34,11.0,0.42592592592592593,0.15,0.5061728395061729,21.466666666666665,6.066666666666666,6.2
2017-18,"Kuhn, RJ",4,0.0,32,4.0,12,2,8,3.0,4,13.0,2,4,6.0,5.0,4.0,7,0,0.0,0.3333333333333333,0.25,0.75,8.0,3.25,1.5
2017-18,"Milum, Maressah",18,8.0,228,23.0,44,0,2,30.0,39,76.0,21,36,57.0,25.0,11.0,29,16,3.0,0.5227272727272727,0.0,0.7692307692307693,12.666666666666666,4.222222222222222,3.1666666666666665
2017-18,"Olvera, Julie",26,1.0,268,23.0,75,13,53,15.0,19,74.0,15,31,46.0,24.0,11.0,23,17,3.0,0.30666666666666664,0.24528301886792453,0.7894736842105263,10.307692307692308,2.8461538461538463,1.7692307692307692
2017-18,"Richardson, Cami",30,30.0,871,98.0,258,35,103,71.0,97,302.0,34,133,167.0,67.0,81.0,80,48,18.0,0.3798449612403101,0.33980582524271846,0.7319587628865979,29.033333333333335,10.066666666666666,5.566666666666666
2017-18,"Roberts, Brittany",25,14.0,437,70.0,175,0,0,39.0,97,179.0,66,79,145.0,72.0,7.0,67,17,10.0,0.4,,0.4020618556701031,17.48,7.16,5.8
2017-18,"Van Donselaar, Emma",20,8.0,361,27.0,72,1,7,21.0,34,76.0,18,38,56.0,33.0,12.0,24,12,2.0,0.375,0.14285714285714285,0.6176470588235294,18.05,3.8,2.8
2017-18,"White, Sonerka",29,21.0,630,138.0,373,43,157,70.0,109,389.0,22,74,96.0,71.0,40.0,74,43,4.0,0.3699731903485255,0.27388535031847133,0.6422018348623854,21.724137931034484,13.413793103448276,3.310344827586207
2017-18,"Zimmerman, Brooke",26,0.0,300,29.0,57,0,0,11.0,22,69.0,32,61,93.0,51.0,15.0,22,7,8.0,0.5087719298245614,,0.5,11.538461538461538,2.6538461538461537,3.576923076923077
2016-17,"Allen, Amanda",10,0.0,121,15.0,51,1,12,10.0,13,41.0,6,26,32.0,23.0,5.0,10,4,8.0,0.29411764705882354,0.08333333333333333,0.7692307692307693,12.1,4.1,3.2
2016-17,"Bacon, Isabella",14,0.0,289,37.0,95,31,72,15.0,18,120.0,1,14,15.0,26.0,10.0,18,6,0.0,0.3894736842105263,0.4305555555555556,0.8333333333333334,20.642857142857142,8.571428571428571,1.0714285714285714
2016-17,"Battle, Kristina",30,27.0,771,86.0,271,11,62,62.0,108,245.0,33,59,92.0,78.0,49.0,75,37,9.0,0.3173431734317343,0.1774193548387097,0.5740740740740741,25.7,8.166666666666666,3.066666666666667
2016-17,"Coe, Brooklyn",29,29.0,871,115.0,240,17,58,80.0,126,327.0,40,55,95.0,96.0,33.0,57,26,8.0,0.4791666666666667,0.29310344827586204,0.6349206349206349,30.03448275862069,11.275862068965518,3.2758620689655173
2016-17,"DeLuca, Brooke",30,10.0,712,49.0,166,20,84,8.0,21,126.0,23,76,99.0,37.0,38.0,47,23,1.0,0.29518072289156627,0.23809523809523808,0.38095238095238093,23.733333333333334,4.2,3.3
2016-17,"Gonzalez, Victoria",19,0.0,269,34.0,78,20,42,7.0,11,95.0,5,41,46.0,30.0,9.0,16,11,7.0,0.4358974358974359,0.47619047619047616,0.6363636363636364,14.157894736842104,5.0,2.4210526315789473
2016-17,"Harlow, Brittni",7,0.0,67,3.0,19,1,5,13.0,22,20.0,6,8,14.0,6.0,2.0,3,3,0.0,0.15789473684210525,0.2,0.5909090909090909,9.571428571428571,2.857142857142857,2.0
2016-17,"Holt, Danielle",30,28.0,765,76.0,191,0,6,29.0,66,181.0,61,155,216.0,73.0,22.0,84,25,8.0,0.39790575916230364,0.0,0.4393939393939394,25.5,6.033333333333333,7.2
2016-17,"Kelly, Kendahl",19,0.0,124,4.0,30,3,26,6.0,8,17.0,2,7,9.0,7.0,5.0,8,0,0.0,0.13333333333333333,0.11538461538461539,0.75,6.526315789473684,0.8947368421052632,0.47368421052631576
2016-17,"Kuhn, RJ",20,0.0,184,18.0,56,15,46,3.0,4,54.0,5,5,10.0,11.0,13.0,25,8,0.0,0.32142857142857145,0.32608695652173914,0.75,9.2,2.7,0.5
2016-17,"Milum, Maressah",10,1.0,145,21.0,46,0,0,20.0,29,62.0,15,28,43.0,19.0,12.0,20,4,1.0,0.45652173913043476,,0.6896551724137931,14.5,6.2,4.3
2016-17,"Richardson, Cami",30,30.0,938,114.0,253,29,91,83.0,112,340.0,54,149,203.0,70.0,113.0,103,52,21.0,0.4505928853754941,0.31868131868131866,0.7410714285714286,31.266666666666666,11.333333333333334,6.766666666666667
2016-17,"Van Donselaar, Emma",24,0.0,352,28.0,70,3,15,44.0,60,103.0,15,31,46.0,36.0,15.0,31,14,1.0,0.4,0.2,0.7333333333333333,14.666666666666666,4.291666666666667,1.9166666666666667
2016-17,"Zimmerman, Brooke",30,25.0,505,42.0,108,0,0,9.0,29,93.0,33,96,129.0,76.0,9.0,44,15,11.0,0.3888888888888889,,0.3103448275862069,16.833333333333332,3.1,4.3
2015-16,"Acklin, Megan",26,5.0,278,21.0,62,9,40,4.0,4,55.0,7,38,45.0,34.0,14.0,18,7,2.0,0.3387096774193548,0.225,1.0,10.692307692307692,2.1153846153846154,1.7307692307692308
2015-16,"Allen, Amanda",31,14.0,605,75.0,208,16,71,24.0,34,190.0,39,91,130.0,91.0,14.0,29,11,35.0,0.3605769230769231,0.22535211267605634,0.7058823529411765,19.516129032258064,6.129032258064516,4.193548387096774
2015-16,"Battle, Kristina",30,6.0,596,52.0,159,16,46,43.0,68,163.0,22,57,79.0,49.0,43.0,49,28,3.0,0.3270440251572327,0.34782608695652173,0.6323529411764706,19.866666666666667,5.433333333333334,2.6333333333333333
2015-16,"Brown, Bailey",31,31.0,1081,125.0,301,33,96,189.0,226,472.0,60,102,162.0,74.0,43.0,64,65,2.0,0.4152823920265781,0.34375,0.8362831858407079,34.87096774193548,15.225806451612904,5.225806451612903
2015-16,"Bruner, Ashton",30,30.0,949,171.0,391,3,14,119.0,186,464.0,70,186,256.0,86.0,71.0,129,39,34.0,0.4373401534526854,0.21428571428571427,0.6397849462365591,31.633333333333333,15.466666666666667,8.533333333333333
2015-16,"DeLuca, Brooke",28,3.0,539,41.0,120,13,43,9.0,17,104.0,27,49,76.0,44.0,22.0,39,16,2.0,0.3416666666666667,0.3023255813953488,0.5294117647058824,19.25,3.7142857142857144,2.7142857142857144
2015-16,"James, Megan",9,0.0,45,1.0,10,0,3,4.0,6,6.0,2,2,4.0,3.0,3.0,6,0,0.0,0.1,0.0,0.6666666666666666,5.0,0.6666666666666666,0.4444444444444444
2015-16,"Jefferson, Whitney",24,14.0,284,5.0,18,0,4,7.0,17,17.0,6,22,28.0,23.0,23.0,19,2,1.0,0.2777777777777778,0.0,0.4117647058823529,11.833333333333334,0.7083333333333334,1.1666666666666667
2015-16,"Kelly, Kendahl",19,0.0,145,12.0,32,9,25,4.0,6,37.0,0,5,5.0,9.0,2.0,5,4,0.0,0.375,0.36,0.6666666666666666,7.631578947368421,1.9473684210526316,0.2631578947368421
2015-16,"Lee, Taryn",10,0.0,50,3.0,9,0,0,7.0,10,13.0,8,7,15.0,9.0,0.0,2,1,1.0,0.3333333333333333,,0.7,5.0,1.3,1.5
2015-16,"McClellan, Reagan",27,14.0,495,29.0,60,0,5,15.0,33,73.0,7,62,69.0,52.0,51.0,75,41,3.0,0.48333333333333334,0.0,0.45454545454545453,18.333333333333332,2.7037037037037037,2.5555555555555554
2015-16,"Smart, Georgia",29,13.0,510,73.0,175,2,3,44.0,69,192.0,63,59,122.0,65.0,17.0,44,14,26.0,0.41714285714285715,0.6666666666666666,0.6376811594202898,17.586206896551722,6.620689655172414,4.206896551724138
2015-16,"Smart, Sunny",30,25.0,730,66.0,213,43,162,30.0,41,205.0,23,79,102.0,59.0,17.0,34,14,3.0,0.30985915492957744,0.2654320987654321,0.7317073170731707,24.333333333333332,6.833333333333333,3.4
2014-15,"Abra, Zatorian",30,11.0,760,63.0,200,12,56,36.0,62,174.0,28,72,100.0,81.0,48.0,80,48,5.0,0.315,0.21428571428571427,0.5806451612903226,25.333333333333332,5.8,3.3333333333333335
2014-15,"Acklin, Megan",30,4.0,479,41.0,113,7,32,15.0,23,104.0,33,59,92.0,61.0,25.0,55,3,13.0,0.36283185840707965,0.21875,0.6521739130434783,15.966666666666667,3.466666666666667,3.066666666666667
2014-15,"Atkins, Callie",30,17.0,563,42.0,154,27,105,15.0,27,126.0,8,37,45.0,65.0,25.0,67,22,0.0,0.2727272727272727,0.2571428571428571,0.5555555555555556,18.766666666666666,4.2,1.5
2014-15,"Brown, Bailey",30,30.0,1055,136.0,334,23,82,193.0,261,488.0,74,124,198.0,82.0,70.0,102,57,2.0,0.40718562874251496,0.2804878048780488,0.7394636015325671,35.166666666666664,16.266666666666666,6.6
2014-15,"Bryant, Emeli",9,0.0,45,3.0,16,2,10,2.0,3,10.0,6,4,10.0,2.0,4.0,3,2,0.0,0.1875,0.2,0.6666666666666666,5.0,1.1111111111111112,1.1111111111111112
2014-15,"Castaneda, Brianna",9,0.0,79,3.0,25,2,16,2.0,4,10.0,0,1,1.0,14.0,4.0,15,1,0.0,0.12,0.125,0.5,8.777777777777779,1.1111111111111112,0.1111111111111111
2014-15,"Demaret, Alicia",30,18.0,545,79.0,173,0,11,28.0,42,186.0,41,124,165.0,59.0,23.0,49,18,48.0,0.45664739884393063,0.0,0.6666666666666666,18.166666666666668,6.2,5.5
2014-15,"James, Megan",18,0.0,119,6.0,25,3,9,7.0,16,22.0,4,14,18.0,8.0,3.0,10,4,2.0,0.24,0.3333333333333333,0.4375,6.611111111111111,1.2222222222222223,1.0
2014-15,"Jefferson, Whitney",30,28.0,755,21.0,70,5,23,18.0,40,65.0,14,53,67.0,53.0,70.0,102,16,1.0,0.3,0.21739130434782608,0.45,25.166666666666668,2.1666666666666665,2.2333333333333334
2014-15,"Smart, Georgia",30,12.0,518,61.0,153,1,11,53.0,92,176.0,53,78,131.0,86.0,23.0,73,10,26.0,0.39869281045751637,0.09090909090909091,0.5760869565217391,17.266666666666666,5.866666666666666,4.366666666666666
2014-15,"Smart, Sunny",30,30.0,1021,128.0,370,82,267,61.0,84,399.0,44,167,211.0,69.0,71.0,77,40,9.0,0.34594594594594597,0.30711610486891383,0.7261904761904762,34.03333333333333,13.3,7.033333333333333
2014-15,"Tejero, Brenda",10,0.0,55,3.0,12,3,11,1.0,2,10.0,2,9,11.0,5.0,1.0,7,3,1.0,0.25,0.2727272727272727,0.5,5.5,1.0,1.1
2014-15,"Wilson, Georgia",2,0.0,4,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,,2.0,0.0,0.0
2013-14,"Atkins, Callie",28,0.0,348,32.0,116,18,69,11.0,21,93.0,9,30,39.0,39.0,17.0,28,8,3.0,0.27586206896551724,0.2608695652173913,0.5238095238095238,12.428571428571429,3.3214285714285716,1.3928571428571428
2013-14,"Barton, Aubrey",31,31.0,813,138.0,313,12,49,122.0,157,410.0,66,134,200.0,80.0,40.0,102,41,43.0,0.44089456869009586,0.24489795918367346,0.7770700636942676,26.225806451612904,13.225806451612904,6.451612903225806
2013-14,"Bell, Lainey",2,0.0,6,0.0,2,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,,3.0,0.0,0.0
2013-14,"Brown, Bailey",31,31.0,997,96.0,243,25,89,140.0,183,357.0,55,135,190.0,70.0,62.0,74,53,3.0,0.3950617283950617,0.2808988764044944,0.7650273224043715,32.16129032258065,11.516129032258064,6.129032258064516
2013-14,"Deckard, Kalyn",3,0.0,10,0.0,1,0,0,2.0,2,2.0,0,0,0.0,1.0,0.0,0,0,0.0,0.0,,1.0,3.3333333333333335,0.6666666666666666,0.0
2013-14,"Ellis, Stephanie",12,0.0,59,2.0,11,1,3,2.0,3,7.0,2,6,8.0,8.0,0.0,9,1,0.0,0.18181818181818182,0.3333333333333333,0.6666666666666666,4.916666666666667,0.5833333333333334,0.6666666666666666
