Player,Years,Seasons,GP,GS,Minutes,FGM,FGA,3PT,3PTA,FTM,FTA,PTS,OREB,DREB,REB,PF,AST,TO,STL,BLK,FG%,3PT%,FT%,MIN/G,PTS/G,REB/G
"Gillespie, Breahna",1,2010-11,26.0,4.0,365.0,31.0,92.0,1.0,7.0,21.0,40.0,84.0,33.0,46.0,79.0,36.0,11.0,30.0,15.0,3.0,0.33695652173913043,0.14285714285714285,0.525,14.038461538461538,3.230769230769231,3.0384615384615383
"Gillespie, Breahna",2,2010-11;2011-12,31.0,4.0,392.0,33.0,97.0,1.0,7.0,24.0,45.0,91.0,38.0,49.0,87.0,38.0,12.0,31.0,15.0,4.0,0.3402061855670103,0.14285714285714285,0.5333333333333333,12.64516129032258,2.935483870967742,2.806451612903226
"Gillespie, Breahna",3,2010-11;2011-12;2012-13,48.0,4.0,548.0,47.0,141.0,2.0,15.0,31.0,57.0,127.0,49.0,69.0,118.0,55.0,18.0,48.0,21.0,4.0,0.3333333333333333,0.13333333333333333,0.543859649122807,11.416666666666666,2.6458333333333335,2.4583333333333335
"Gillespie, Breahna",4,2010-11;2011-12;2012-13;2013-14,79.0,35.0,1311.0,103.0,298.0,16.0,67.0,56.0,95.0,278.0,91.0,180.0,271.0,121.0,79.0,124.0,57.0,11.0,0.34563758389261745,0.23880597014925373,0.5894736842105263,16.59493670886076,3.518987341772152,3.430379746835443
"Gillespie, Mckenzy",1,2023-24,7.0,,31.0,5.0,8.0,4.0,6.0,4.0,4.0,18.0,2.0,2.0,4.0,2.0,3.0,6.0,3.0,,0.625,0.6666666666666666,1.0,4.428571428571429,2.5714285714285716,0.5714285714285714
"Gillespie, Mckenzy",2,2023-24;2024-25,15.0,,78.0,8.0,24.0,7.0,20.0,6.0,6.0,29.0,4.0,5.0,9.0,7.0,5.0,9.0,3.0,,0.3333333333333333,0.35,1.0,5.2,1.9333333333333333,0.6
"Gillespie, Sierra",1,2010-11,27.0,2.0,435.0,24.0,88.0,14.0,38.0,17.0,37.0,79.0,25.0,29.0,54.0,54.0,28.0,47.0,18.0,,0.2727272727272727,0.3684210526315789,0.4594594594594595,16.11111111111111,2.925925925925926,2.0
"Gillespie, Sierra",2,2010-11;2011-12,34.0,3.0,463.0,26.0,94.0,14.0,40.0,20.0,44.0,86.0,30.0,33.0,63.0,62.0,30.0,55.0,19.0,,0.2765957446808511,0.35,0.45454545454545453,13.617647058823529,2.5294117647058822,1.8529411764705883
"Gonzalez, Victoria",1,2016-17,19.0,,269.0,34.0,78.0,20.0,42.0,7.0,11.0,95.0,5.0,41.0,46.0,30.0,9.0,16.0,11.0,7.0,0.4358974358974359,0.47619047619047616,0.6363636363636364,14.157894736842104,5.0,2.4210526315789473
"Gonzalez, Victoria",2,2016-17;2018-19,22.0,,282.0,36.0,83.0,20.0,43.0,8.0,12.0,100.0,5.0,41.0,46.0,30.0,10.0,16.0,11.0,7.0,0.43373493975903615,0.46511627906976744,0.6666666666666666,12.818181818181818,4.545454545454546,2.090909090909091
"Green, Brittany",1,2011-12,1.0,,3.0,,1.0,,,1.0,2.0,1.0,,,,3.0,,1.0,,,,,0.5,3.0,1.0,
"Griffin, Tatum",1,2019-20,30.0,,301.0,28.0,92.0,14.0,52.0,15.0,20.0,85.0,7.0,24.0,31.0,28.0,30.0,50.0,10.0,1.0,0.30434782608695654,0.2692307692307692,0.75,10.033333333333333,2.8333333333333335,1.0333333333333334
"Griffin, Tatum",2,2019-20;2020-21,52.0,,532.0,56.0,173.0,28.0,97.0,30.0,38.0,170.0,16.0,43.0,59.0,49.0,62.0,80.0,19.0,3.0,0.3236994219653179,0.28865979381443296,0.7894736842105263,10.23076923076923,3.269230769230769,1.1346153846153846
"Griffin, Tatum",3,2019-20;2020-21;2021-22,82.0,,816.0,80.0,244.0,34.0,124.0,52.0,62.0,246.0,21.0,68.0,89.0,77.0,89.0,106.0,28.0,5.0,0.32786885245901637,0.27419354838709675,0.8387096774193549,9.951219512195122,3.0,1.0853658536585367
"Griffith, Amara",1,2013-14,6.0,,23.0,,3.0,,1.0,,2.0,,,1.0,1.0,4.0,1.0,,1.0,,,,,3.8333333333333335,,0.16666666666666666
"Groce, Lyvette",1,2009-10,1.0,1.0,40.0,5.0,12.0,,,6.0,12.0,16.0,7.0,14.0,21.0,4.0,,3.0,1.0,,0.4166666666666667,,0.5,40.0,16.0,21.0
"Guerrero, Aleaya",1,2024-25,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,
"Guerrero, Aleaya",2,2024-25;2025-26,9.0,,49.0,4.0,15.0,,2.0,1.0,4.0,9.0,6.0,4.0,10.0,8.0,,3.0,,,0.26666666666666666,,0.25,5.444444444444445,1.0,1.1111111111111112
"Guillamat-Ribo, Laura",1,2024-25,28.0,17.0,487.0,59.0,170.0,17.0,69.0,12.0,16.0,147.0,5.0,51.0,56.0,39.0,38.0,51.0,18.0,1.0,0.34705882352941175,0.2463768115942029,0.75,17.392857142857142,5.25,2.0
"Guillory, Imani",1,2019-20,5.0,,42.0,2.0,14.0,1.0,10.0,2.0,2.0,7.0,3.0,5.0,8.0,9.0,,,1.0,2.0,0.14285714285714285,0.1,1.0,8.4,1.4,1.6
"Haamid , Tytiana",1,2022-23,12.0,,140.0,28.0,76.0,1.0,7.0,16.0,24.0,73.0,14.0,29.0,43.0,16.0,1.0,15.0,3.0,3.0,0.3684210526315789,0.14285714285714285,0.6666666666666666,11.666666666666666,6.083333333333333,3.5833333333333335
"Hammerquist, Mikah",1,2025-26,24.0,7.0,514.0,49.0,141.0,39.0,122.0,5.0,7.0,142.0,7.0,41.0,48.0,52.0,26.0,26.0,15.0,2.0,0.3475177304964539,0.319672131147541,0.7142857142857143,21.416666666666668,5.916666666666667,2.0
"Hankins, Madelyn",1,2021-22,31.0,20.0,677.0,80.0,224.0,34.0,118.0,48.0,60.0,242.0,21.0,29.0,50.0,60.0,35.0,33.0,20.0,3.0,0.35714285714285715,0.288135593220339,0.8,21.838709677419356,7.806451612903226,1.6129032258064515
"Hankins, Madelyn",2,2021-22;2022-23,58.0,46.0,1398.0,143.0,412.0,54.0,207.0,104.0,131.0,444.0,46.0,71.0,117.0,98.0,70.0,81.0,49.0,4.0,0.3470873786407767,0.2608695652173913,0.7938931297709924,24.103448275862068,7.655172413793103,2.0172413793103448
"Hankins, Madelyn",3,2021-22;2022-23;2023-24,86.0,72.0,2196.0,228.0,652.0,84.0,312.0,195.0,253.0,735.0,81.0,126.0,207.0,129.0,107.0,140.0,84.0,7.0,0.3496932515337423,0.2692307692307692,0.7707509881422925,25.53488372093023,8.546511627906977,2.4069767441860463
"Harlow, Brittni",1,2016-17,7.0,,67.0,3.0,19.0,1.0,5.0,13.0,22.0,20.0,6.0,8.0,14.0,6.0,2.0,3.0,3.0,,0.15789473684210525,0.2,0.5909090909090909,9.571428571428571,2.857142857142857,2.0
"Harlow, Brittni",2,2016-17;2017-18,11.0,,86.0,4.0,26.0,1.0,6.0,17.0,31.0,26.0,9.0,8.0,17.0,7.0,5.0,4.0,3.0,,0.15384615384615385,0.16666666666666666,0.5483870967741935,7.818181818181818,2.3636363636363638,1.5454545454545454
"Harlow, Brittni",3,2016-17;2017-18;2018-19,40.0,,417.0,25.0,100.0,6.0,28.0,52.0,81.0,108.0,33.0,28.0,61.0,42.0,22.0,37.0,16.0,,0.25,0.21428571428571427,0.6419753086419753,10.425,2.7,1.525
"Harlow, Brittni",4,2016-17;2017-18;2018-19;2019-20,58.0,3.0,553.0,30.0,120.0,8.0,32.0,63.0,95.0,131.0,40.0,39.0,79.0,56.0,27.0,41.0,17.0,,0.25,0.25,0.6631578947368421,9.53448275862069,2.2586206896551726,1.3620689655172413
"Harrold, Krushanda",1,2011-12,4.0,,44.0,8.0,22.0,,,3.0,6.0,19.0,4.0,11.0,15.0,8.0,1.0,3.0,1.0,2.0,0.36363636363636365,,0.5,11.0,4.75,3.75
"Harrold, Krushanda",2,2011-12;2012-13,12.0,,100.0,15.0,41.0,,,4.0,8.0,34.0,5.0,34.0,39.0,17.0,2.0,10.0,4.0,3.0,0.36585365853658536,,0.5,8.333333333333334,2.8333333333333335,3.25
"Hawkins, Auhnesty",1,2025-26,14.0,5.0,266.0,20.0,62.0,2.0,3.0,18.0,32.0,60.0,26.0,40.0,66.0,24.0,11.0,18.0,14.0,3.0,0.3225806451612903,0.6666666666666666,0.5625,19.0,4.285714285714286,4.714285714285714
"Hawkins, Kiara",1,2021-22,1.0,,5.0,,,,,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,0.5,5.0,1.0,1.0
"Hawkins, Kiara",2,2021-22;2022-23,6.0,1.0,55.0,7.0,23.0,4.0,12.0,2.0,4.0,20.0,4.0,5.0,9.0,6.0,4.0,7.0,2.0,1.0,0.30434782608695654,0.3333333333333333,0.5,9.166666666666666,3.3333333333333335,1.5
"Hawkins, Kiara",3,2021-22;2022-23;2023-24,23.0,2.0,205.0,10.0,41.0,6.0,17.0,8.0,18.0,34.0,10.0,27.0,37.0,14.0,8.0,16.0,9.0,1.0,0.24390243902439024,0.35294117647058826,0.4444444444444444,8.91304347826087,1.4782608695652173,1.608695652173913
"Heeke, Becca",1,2011-12,7.0,,41.0,6.0,9.0,,,1.0,5.0,13.0,7.0,9.0,16.0,7.0,,5.0,5.0,2.0,0.6666666666666666,,0.2,5.857142857142857,1.8571428571428572,2.2857142857142856
"Hempe, Kelsey",1,2009-10,12.0,,122.0,8.0,32.0,,1.0,3.0,7.0,19.0,11.0,21.0,32.0,18.0,4.0,7.0,3.0,3.0,0.25,,0.42857142857142855,10.166666666666666,1.5833333333333333,2.6666666666666665
"Henderson, Amaree",1,2025-26,28.0,8.0,457.0,108.0,298.0,10.0,71.0,62.0,92.0,288.0,26.0,81.0,107.0,49.0,24.0,81.0,27.0,7.0,0.3624161073825503,0.14084507042253522,0.6739130434782609,16.321428571428573,10.285714285714286,3.8214285714285716
"Hernandez, Kylie",1,2023-24,1.0,,5.0,1.0,6.0,,3.0,,,2.0,,,,,,1.0,2.0,,0.16666666666666666,,,5.0,2.0,
"Hickman, Allie",1,2024-25,4.0,,8.0,3.0,7.0,,1.0,3.0,4.0,9.0,2.0,1.0,3.0,4.0,,2.0,,,0.42857142857142855,,0.75,2.0,2.25,0.75
"Hill, Auburn",1,2025-26,4.0,,23.0,,1.0,,1.0,,,,2.0,5.0,7.0,1.0,2.0,2.0,,,,,,5.75,,1.75
"Hill, Kayla",1,2025-26,11.0,,88.0,6.0,28.0,,4.0,5.0,11.0,17.0,2.0,11.0,13.0,10.0,4.0,7.0,8.0,1.0,0.21428571428571427,,0.45454545454545453,8.0,1.5454545454545454,1.1818181818181819
"Holt, Danielle",1,2016-17,30.0,28.0,765.0,76.0,191.0,,6.0,29.0,66.0,181.0,61.0,155.0,216.0,73.0,22.0,84.0,25.0,8.0,0.39790575916230364,,0.4393939393939394,25.5,6.033333333333333,7.2
"Holt, Danielle",2,2016-17;2017-18,60.0,48.0,1409.0,145.0,353.0,3.0,26.0,70.0,147.0,363.0,132.0,270.0,402.0,153.0,55.0,130.0,59.0,19.0,0.41076487252124644,0.11538461538461539,0.47619047619047616,23.483333333333334,6.05,6.7
"Holt, Danielle",3,2016-17;2017-18;2018-19,90.0,78.0,2230.0,208.0,516.0,6.0,41.0,110.0,226.0,532.0,223.0,409.0,632.0,232.0,88.0,188.0,110.0,38.0,0.40310077519379844,0.14634146341463414,0.48672566371681414,24.77777777777778,5.911111111111111,7.022222222222222
"Holt, Danielle",4,2016-17;2017-18;2018-19;2019-20,120.0,108.0,3056.0,288.0,668.0,8.0,43.0,151.0,302.0,735.0,285.0,518.0,803.0,299.0,134.0,240.0,158.0,46.0,0.4311377245508982,0.18604651162790697,0.5,25.466666666666665,6.125,6.691666666666666
"Houston, Lauren",1,2022-23,18.0,,68.0,2.0,9.0,1.0,6.0,1.0,4.0,6.0,1.0,5.0,6.0,6.0,5.0,20.0,1.0,,0.2222222222222222,0.16666666666666666,0.25,3.7777777777777777,0.3333333333333333,0.3333333333333333
"Huber, Vicki",1,2009-10,1.0,,40.0,,2.0,,1.0,7.0,8.0,7.0,,2.0,2.0,1.0,2.0,1.0,,,,,0.875,40.0,7.0,2.0
"Hunt, D'shonda",1,2022-23,1.0,1.0,29.0,2.0,6.0,,,12.0,16.0,16.0,5.0,6.0,11.0,2.0,,1.0,2.0,1.0,0.3333333333333333,,0.75,29.0,16.0,11.0
"Hurst, Haley",1,2018-19,20.0,,91.0,8.0,25.0,,,8.0,13.0,24.0,3.0,10.0,13.0,16.0,2.0,9.0,,5.0,0.32,,0.6153846153846154,4.55,1.2,0.65
"Hurst, Haley",2,2018-19;2019-20,48.0,,430.0,52.0,150.0,,,36.0,65.0,140.0,27.0,62.0,89.0,80.0,16.0,52.0,10.0,12.0,0.3466666666666667,,0.5538461538461539,8.958333333333334,2.9166666666666665,1.8541666666666667
"Imankulova, Dana",1,2025-26,28.0,25.0,563.0,16.0,76.0,9.0,51.0,16.0,28.0,57.0,14.0,45.0,59.0,48.0,68.0,64.0,20.0,,0.21052631578947367,0.17647058823529413,0.5714285714285714,20.107142857142858,2.0357142857142856,2.107142857142857
"James, Emily",1,2009-10,26.0,1.0,351.0,24.0,103.0,6.0,23.0,10.0,19.0,64.0,14.0,52.0,66.0,52.0,7.0,25.0,13.0,17.0,0.23300970873786409,0.2608695652173913,0.5263157894736842,13.5,2.4615384615384617,2.5384615384615383
"James, Megan",1,2014-15,18.0,,119.0,6.0,25.0,3.0,9.0,7.0,16.0,22.0,4.0,14.0,18.0,8.0,3.0,10.0,4.0,2.0,0.24,0.3333333333333333,0.4375,6.611111111111111,1.2222222222222223,1.0
"James, Megan",2,2014-15;2015-16,27.0,,164.0,7.0,35.0,3.0,12.0,11.0,22.0,28.0,6.0,16.0,22.0,11.0,6.0,16.0,4.0,2.0,0.2,0.25,0.5,6.074074074074074,1.037037037037037,0.8148148148148148
"Jantz, Amy",1,2009-10,13.0,1.0,35.0,1.0,5.0,1.0,2.0,,2.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,3.0,,0.2,0.5,,2.6923076923076925,0.23076923076923078,0.38461538461538464
"Jarvis, Britney",1,2019-20,28.0,21.0,526.0,69.0,214.0,41.0,135.0,13.0,22.0,192.0,18.0,31.0,49.0,53.0,15.0,27.0,51.0,2.0,0.32242990654205606,0.3037037037037037,0.5909090909090909,18.785714285714285,6.857142857142857,1.75
"Jefferson, Whitney",1,2012-13,7.0,,17.0,,5.0,,4.0,,,,1.0,3.0,4.0,,3.0,3.0,1.0,,,,,2.4285714285714284,,0.5714285714285714
"Jefferson, Whitney",2,2012-13;2013-14,38.0,31.0,843.0,22.0,103.0,8.0,49.0,36.0,71.0,88.0,20.0,76.0,96.0,52.0,70.0,98.0,28.0,,0.21359223300970873,0.16326530612244897,0.5070422535211268,22.18421052631579,2.3157894736842106,2.526315789473684
"Jefferson, Whitney",3,2012-13;2013-14;2014-15,68.0,59.0,1598.0,43.0,173.0,13.0,72.0,54.0,111.0,153.0,34.0,129.0,163.0,105.0,140.0,200.0,44.0,1.0,0.24855491329479767,0.18055555555555555,0.4864864864864865,23.5,2.25,2.3970588235294117
"Jefferson, Whitney",4,2012-13;2013-14;2014-15;2015-16,92.0,73.0,1882.0,48.0,191.0,13.0,76.0,61.0,128.0,170.0,40.0,151.0,191.0,128.0,163.0,219.0,46.0,2.0,0.2513089005235602,0.17105263157894737,0.4765625,20.456521739130434,1.8478260869565217,2.0760869565217392
"Jernigan, Kayla",1,2011-12,16.0,,143.0,13.0,35.0,7.0,23.0,1.0,2.0,34.0,4.0,12.0,16.0,9.0,6.0,22.0,1.0,2.0,0.37142857142857144,0.30434782608695654,0.5,8.9375,2.125,1.0
"Jones, Leela",1,2025-26,2.0,,18.0,1.0,3.0,,1.0,2.0,2.0,4.0,,3.0,3.0,3.0,1.0,1.0,4.0,,0.3333333333333333,,1.0,9.0,2.0,1.5
"Joseph, Laheerah",1,2020-21,3.0,,10.0,1.0,3.0,,,,,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,0.3333333333333333,,,3.3333333333333335,0.6666666666666666,0.3333333333333333
"Joseph, Laheerah",2,2020-21;2021-22,18.0,,70.0,2.0,10.0,,,1.0,2.0,5.0,1.0,8.0,9.0,11.0,1.0,7.0,2.0,4.0,0.2,,0.5,3.888888888888889,0.2777777777777778,0.5
"Joseph, Laheerah",3,2020-21;2021-22;2022-23,35.0,8.0,188.0,8.0,36.0,,,3.0,6.0,19.0,9.0,21.0,30.0,21.0,6.0,18.0,3.0,6.0,0.2222222222222222,,0.5,5.371428571428571,0.5428571428571428,0.8571428571428571
"Joseph, Lasheicka",1,2020-21,5.0,,18.0,2.0,5.0,,,,,4.0,,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.4,,,3.6,0.8,0.8
"Joseph, Lasheicka",2,2020-21;2021-22,8.0,1.0,20.0,2.0,5.0,,,,,4.0,,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.4,,,2.5,0.5,0.5
"Kelly, Kendahl",1,2015-16,19.0,,145.0,12.0,32.0,9.0,25.0,4.0,6.0,37.0,,5.0,5.0,9.0,2.0,5.0,4.0,,0.375,0.36,0.6666666666666666,7.631578947368421,1.9473684210526316,0.2631578947368421
"Kelly, Kendahl",2,2015-16;2016-17,38.0,,269.0,16.0,62.0,12.0,51.0,10.0,14.0,54.0,2.0,12.0,14.0,16.0,7.0,13.0,4.0,,0.25806451612903225,0.23529411764705882,0.7142857142857143,7.078947368421052,1.4210526315789473,0.3684210526315789
"Kennedy, Jheda",1,2022-23,26.0,15.0,549.0,46.0,153.0,13.0,53.0,24.0,44.0,129.0,6.0,52.0,58.0,47.0,35.0,52.0,25.0,3.0,0.3006535947712418,0.24528301886792453,0.5454545454545454,21.115384615384617,4.961538461538462,2.230769230769231
"King, Sarah",1,2018-19,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,1.0,1.0,1.0,3.0,5.0,
"Kirkman, Summer",1,2022-23,26.0,10.0,566.0,82.0,225.0,35.0,119.0,41.0,62.0,240.0,33.0,79.0,112.0,65.0,37.0,67.0,28.0,1.0,0.36444444444444446,0.29411764705882354,0.6612903225806451,21.76923076923077,9.23076923076923,4.3076923076923075
"Kirkman, Summer",2,2022-23;2023-24,31.0,10.0,647.0,88.0,242.0,39.0,132.0,48.0,72.0,263.0,37.0,86.0,123.0,69.0,44.0,79.0,34.0,1.0,0.36363636363636365,0.29545454545454547,0.6666666666666666,20.870967741935484,8.483870967741936,3.967741935483871
"Kuhn, RJ",1,2016-17,20.0,,184.0,18.0,56.0,15.0,46.0,3.0,4.0,54.0,5.0,5.0,10.0,11.0,13.0,25.0,8.0,,0.32142857142857145,0.32608695652173914,0.75,9.2,2.7,0.5
"Kuhn, RJ",2,2016-17;2017-18,24.0,,216.0,22.0,68.0,17.0,54.0,6.0,8.0,67.0,7.0,9.0,16.0,16.0,17.0,32.0,8.0,,0.3235294117647059,0.3148148148148148,0.75,9.0,2.7916666666666665,0.6666666666666666
"Lee, Taryn",1,2015-16,10.0,,50.0,3.0,9.0,,,7.0,10.0,13.0,8.0,7.0,15.0,9.0,,2.0,1.0,1.0,0.3333333333333333,,0.7,5.0,1.3,1.5
"Lippert, Laura",1,2010-11,1.0,,20.0,3.0,10.0,2.0,4.0,,,8.0,3.0,4.0,7.0,1.0,5.0,1.0,2.0,,0.3,0.5,,20.0,8.0,7.0
"Logan, Madison",1,2021-22,1.0,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,2.0,,
"McCain, Kenya",1,2023-24,2.0,,10.0,1.0,3.0,,,,,2.0,2.0,,2.0,,2.0,2.0,2.0,,0.3333333333333333,,,5.0,1.0,1.0
"McCain, Kenya",2,2023-24;2024-25,25.0,8.0,232.0,14.0,37.0,1.0,3.0,8.0,14.0,37.0,23.0,43.0,66.0,13.0,17.0,26.0,10.0,1.0,0.3783783783783784,0.3333333333333333,0.5714285714285714,9.28,1.48,2.64
"McCain, Kenya",3,2023-24;2024-25;2025-26,53.0,9.0,484.0,35.0,86.0,1.0,3.0,32.0,53.0,103.0,59.0,100.0,159.0,34.0,25.0,49.0,24.0,2.0,0.4069767441860465,0.3333333333333333,0.6037735849056604,9.132075471698114,1.9433962264150944,3.0
"McClellan, Reagan",1,2015-16,27.0,14.0,495.0,29.0,60.0,,5.0,15.0,33.0,73.0,7.0,62.0,69.0,52.0,51.0,75.0,41.0,3.0,0.48333333333333334,,0.45454545454545453,18.333333333333332,2.7037037037037037,2.5555555555555554
"McElrath, Dy'mond",1,2020-21,13.0,13.0,358.0,46.0,119.0,10.0,33.0,24.0,34.0,126.0,9.0,32.0,41.0,29.0,53.0,36.0,30.0,2.0,0.3865546218487395,0.30303030303030304,0.7058823529411765,27.53846153846154,9.692307692307692,3.1538461538461537
"McElrath, Dy'mond",2,2020-21;2021-22,44.0,44.0,1357.0,121.0,362.0,31.0,109.0,99.0,134.0,372.0,18.0,117.0,135.0,110.0,187.0,116.0,71.0,6.0,0.3342541436464088,0.28440366972477066,0.7388059701492538,30.84090909090909,8.454545454545455,3.0681818181818183
"McElrath, Dy'mond",3,2020-21;2021-22;2022-23,70.0,70.0,2284.0,214.0,628.0,48.0,164.0,192.0,256.0,668.0,38.0,233.0,271.0,149.0,283.0,201.0,117.0,6.0,0.34076433121019106,0.2926829268292683,0.75,32.628571428571426,9.542857142857143,3.8714285714285714
"Mcelroy, Emily",1,2022-23,1.0,,4.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,4.0,,1.0
"Mcguire, Jessica",1,2009-10,1.0,,20.0,,2.0,,,,2.0,,1.0,3.0,4.0,2.0,,1.0,,,,,,20.0,,4.0
"Mikulski, Micayla",1,2018-19,20.0,,98.0,10.0,28.0,,2.0,13.0,18.0,33.0,6.0,18.0,24.0,24.0,4.0,12.0,5.0,1.0,0.35714285714285715,,0.7222222222222222,4.9,1.65,1.2
"Milum, Maressah",1,2016-17,10.0,1.0,145.0,21.0,46.0,,,20.0,29.0,62.0,15.0,28.0,43.0,19.0,12.0,20.0,4.0,1.0,0.45652173913043476,,0.6896551724137931,14.5,6.2,4.3
"Milum, Maressah",2,2016-17;2017-18,28.0,9.0,373.0,44.0,90.0,,2.0,50.0,68.0,138.0,36.0,64.0,100.0,44.0,23.0,49.0,20.0,4.0,0.4888888888888889,,0.7352941176470589,13.321428571428571,4.928571428571429,3.5714285714285716
"Mims, Micha",1,2010-11,1.0,1.0,19.0,5.0,9.0,4.0,6.0,1.0,1.0,15.0,1.0,4.0,5.0,,3.0,4.0,2.0,,0.5555555555555556,0.6666666666666666,1.0,19.0,15.0,5.0
"Moore, Carlasia",1,2025-26,7.0,,46.0,6.0,11.0,,2.0,4.0,5.0,16.0,1.0,,1.0,3.0,10.0,8.0,5.0,,0.5454545454545454,,0.8,6.571428571428571,2.2857142857142856,0.14285714285714285
"Moore, Jayla",1,2021-22,18.0,,70.0,,11.0,,2.0,3.0,4.0,3.0,8.0,4.0,12.0,7.0,2.0,4.0,,1.0,,,0.75,3.888888888888889,0.16666666666666666,0.6666666666666666
"Moore, Jayla",2,2021-22;2022-23,45.0,2.0,501.0,34.0,106.0,3.0,14.0,24.0,43.0,95.0,20.0,30.0,50.0,51.0,19.0,34.0,6.0,2.0,0.32075471698113206,0.21428571428571427,0.5581395348837209,11.133333333333333,2.111111111111111,1.1111111111111112
"Moore, Jayla",3,2021-22;2022-23;2023-24,73.0,13.0,996.0,58.0,195.0,7.0,38.0,51.0,103.0,174.0,39.0,76.0,115.0,86.0,37.0,61.0,29.0,8.0,0.29743589743589743,0.18421052631578946,0.49514563106796117,13.643835616438356,2.3835616438356166,1.5753424657534247
"Moore, Jayla",4,2021-22;2022-23;2023-24;2024-25,101.0,41.0,1638.0,108.0,347.0,8.0,62.0,83.0,161.0,307.0,72.0,127.0,199.0,139.0,85.0,109.0,54.0,13.0,0.3112391930835735,0.12903225806451613,0.515527950310559,16.217821782178216,3.0396039603960396,1.9702970297029703
"Morbley, Chae",1,2018-19,1.0,,15.0,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,15.0,2.0,1.0
"Moseley, Maison",1,2018-19,24.0,,246.0,31.0,77.0,2.0,13.0,32.0,50.0,96.0,5.0,15.0,20.0,26.0,10.0,22.0,8.0,2.0,0.4025974025974026,0.15384615384615385,0.64,10.25,4.0,0.8333333333333334
"Moseley, Maison",2,2018-19;2019-20,54.0,29.0,1046.0,126.0,310.0,10.0,55.0,121.0,170.0,383.0,44.0,62.0,106.0,73.0,76.0,107.0,58.0,4.0,0.4064516129032258,0.18181818181818182,0.711764705882353,19.37037037037037,7.092592592592593,1.962962962962963
"Moseley, Maison",3,2018-19;2019-20;2020-21,79.0,54.0,1750.0,237.0,578.0,34.0,143.0,180.0,252.0,688.0,69.0,89.0,158.0,112.0,119.0,169.0,100.0,7.0,0.4100346020761246,0.23776223776223776,0.7142857142857143,22.151898734177216,8.708860759493671,2.0
"Moseley, Maison",4,2018-19;2019-20;2020-21;2021-22,110.0,84.0,2469.0,333.0,809.0,48.0,191.0,236.0,330.0,950.0,112.0,120.0,232.0,179.0,159.0,244.0,140.0,12.0,0.411619283065513,0.2513089005235602,0.7151515151515152,22.445454545454545,8.636363636363637,2.109090909090909
"Moses , Matisyn",1,2023-24,28.0,28.0,757.0,102.0,272.0,13.0,59.0,86.0,115.0,303.0,36.0,118.0,154.0,90.0,29.0,66.0,19.0,12.0,0.375,0.22033898305084745,0.7478260869565218,27.035714285714285,10.821428571428571,5.5
"Moses, Matisyn",1,2022-23,27.0,27.0,544.0,68.0,194.0,6.0,14.0,53.0,78.0,195.0,35.0,68.0,103.0,88.0,11.0,48.0,13.0,4.0,0.35051546391752575,0.42857142857142855,0.6794871794871795,20.14814814814815,7.222222222222222,3.814814814814815
"Nolan, Kamryn",1,2023-24,11.0,,45.0,6.0,18.0,,3.0,,,12.0,4.0,6.0,10.0,2.0,1.0,5.0,2.0,,0.3333333333333333,,,4.090909090909091,1.0909090909090908,0.9090909090909091
"Olivar, Kalli",1,2019-20,1.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,
"Olivar, Kalli",2,2019-20;2020-21,10.0,,37.0,2.0,4.0,1.0,2.0,1.0,6.0,6.0,,1.0,1.0,8.0,1.0,5.0,3.0,,0.5,0.5,0.16666666666666666,3.7,0.6,0.1
"Olivar, Kalli",3,2019-20;2020-21;2021-22,14.0,,45.0,2.0,6.0,1.0,2.0,1.0,6.0,6.0,,2.0,2.0,8.0,1.0,5.0,3.0,,0.3333333333333333,0.5,0.16666666666666666,3.2142857142857144,0.42857142857142855,0.14285714285714285
"Olivar, Kalli",4,2019-20;2020-21;2021-22;2022-23,28.0,1.0,115.0,4.0,16.0,1.0,5.0,6.0,14.0,15.0,4.0,6.0,10.0,21.0,2.0,15.0,8.0,,0.25,0.2,0.42857142857142855,4.107142857142857,0.5357142857142857,0.35714285714285715
"Olvera, Julie",1,2017-18,26.0,1.0,268.0,23.0,75.0,13.0,53.0,15.0,19.0,74.0,15.0,31.0,46.0,24.0,11.0,23.0,17.0,3.0,0.30666666666666664,0.24528301886792453,0.7894736842105263,10.307692307692308,2.8461538461538463,1.7692307692307692
"Olvera, Julie",2,2017-18;2018-19,52.0,1.0,470.0,44.0,127.0,18.0,72.0,23.0,30.0,129.0,33.0,62.0,95.0,52.0,23.0,42.0,32.0,5.0,0.3464566929133858,0.25,0.7666666666666667,9.038461538461538,2.480769230769231,1.8269230769230769
